Country,Year,SP.POP.TOTL,SH.TBS.INCD,SH.IMM.MEAS,SE.XPD.TOTL.GD.ZS,SH.DYN.AIDS.ZS,SP.DYN.LE00.IN,SH.IMM.IDPT,SH.XPD.CHEX.GD.ZS,SN.ITK.DEFC.ZS,NY.GDP.PCAP.CD
Denmark,2009,5523095.0,6.1,84.0,8.44888019561768,0.1,78.59756097560977,89.0,10.67432022,2.5,58163.27687628146
Denmark,2010,5547683.0,6.9,85.0,8.55955028533936,0.1,79.1,90.0,10.33315945,2.5,58041.39843633848
Denmark,2011,5570572.0,7.4,87.0,8.48486042022705,0.1,79.8,91.0,10.15291023,2.5,61753.64713197696
Denmark,2012,5591572.0,7.0,90.0,7.23782014846802,0.1,80.05121951219512,94.0,10.24135303,2.5,58507.50805178519
Denmark,2013,5614932.0,6.7,89.0,8.49442958831787,0.1,80.3,94.0,10.16958141,2.5,61191.193704202844
Denmark,2014,5643475.0,6.0,90.0,7.634850025177,0.1,80.7,94.0,10.17190456,2.5,62548.98473329075
Denmark,2015,5683483.0,6.5,91.0,7.01041460037231,0.1,80.70243902439024,93.0,10.22716618,2.5,53254.856370091584
Denmark,2016,5728010.0,5.9,94.0,7.4769401550293,0.1,80.85365853658537,94.0,10.14456177,2.5,54663.9983719195
Denmark,2017,5764980.0,5.1,97.0,7.75243997573853,0.1,81.10243902439025,98.0,10.03963375,2.5,57610.098180113484
Denmark,2018,5793636.0,5.4,95.0,6.79277992248535,0.1,80.95365853658537,97.0,10.0707159,2.5,61591.92886989581
Denmark,2019,5814422.0,5.2,96.0,6.88857984542847,0.1,81.45121951219514,97.0,9.95583057,2.5,59592.98068864544
Dominican Republic,2001,8669040.0,69.0,88.0,1.96782994270325,1.4,69.642,72.0,4.88183308,20.4,2953.2411201834634
Dominican Republic,2002,8795101.0,58.0,86.0,1.9140100479126,1.4,69.923,82.0,4.98649025,22.6,3085.5255280015726
Dominican Republic,2003,8919852.0,68.0,83.0,1.84465003013611,1.4,70.265,79.0,4.38888311,23.6,2399.4980912401197
Dominican Republic,2007,9402206.0,56.0,82.0,2.04678988456726,1.3,71.371,85.0,4.20731974,16.2,4676.07496287687
Dominican Republic,2010,9775755.0,51.0,85.0,1.90046000480652,1.2,72.093,88.0,5.57940006,13.0,5509.566837139037
Dominican Republic,2011,9903737.0,55.0,87.0,1.90023994445801,1.2,72.221,84.0,5.66509867,11.1,5859.37921671885
Dominican Republic,2012,10030882.0,54.0,88.0,2.49751996994019,1.1,72.514,85.0,5.88520575,9.8,6049.4717409495615
Dominican Republic,2013,10157051.0,55.0,83.0,3.48054003715515,1.1,72.713,83.0,5.76407719,8.8,6171.29556968327
Dominican Republic,2014,10282115.0,54.0,88.0,3.96376991271973,1.1,72.867,91.0,5.75101709,8.2,6533.666860073273
Dominican Republic,2015,10405832.0,55.0,90.0,3.81624007225037,1.0,72.953,85.0,5.78463221,7.4,6838.936594083481
Dominican Republic,2016,10527592.0,51.0,85.0,3.85050010681152,1.0,72.987,87.0,5.82760334,6.8,7191.0765718846915
Dominican Republic,2017,10647244.0,46.0,86.0,3.92026996612549,1.0,73.063,84.0,5.83058023,6.2,7513.49134309925
Dominican Republic,2018,10765531.0,45.0,91.0,3.92848992347717,1.0,73.232,87.0,5.73288918,6.1,7947.158207321092
Dominican Republic,2019,10881882.0,42.0,96.0,4.04276990890503,1.0,73.577,89.0,5.929142,7.0,8173.338006560058
Algeria,2006,33435080.0,79.0,91.0,4.61999988555908,0.1,72.334,95.0,3.35510182,6.4,3500.135412892379
Algeria,2007,33983827.0,78.0,92.0,4.96000003814697,0.1,72.602,95.0,3.8214159,5.9,3971.803488282229
Algeria,2008,34569592.0,74.0,88.0,4.33701992034912,0.1,72.941,93.0,4.20188379,5.6,4946.564017207589
Algeria,2009,35196037.0,77.0,92.0,6.03000020980835,0.1,73.62,95.0,5.3593955,5.1,3898.4797001444917
Algeria,2012,37260563.0,73.0,95.0,7.63759708404541,0.1,74.202,95.0,6.00050974,3.2,5610.730894005156
Algeria,2013,38000626.0,68.0,95.0,7.29229640960693,0.1,74.615,95.0,6.03576279,3.0,5519.77757552373
Algeria,2014,38760168.0,72.0,95.0,7.31870079040527,0.1,75.11,95.0,6.54721403,2.9,5516.230604172419
Algeria,2015,39543154.0,75.0,95.0,7.96296739578247,0.1,75.622,95.0,6.9784894,2.8,4197.421360551422
Algeria,2016,40339329.0,70.0,94.0,7.34435987472534,0.1,75.732,91.0,6.60749578,2.8,3967.1994512217752
Algeria,2017,41136546.0,70.0,88.0,6.50538015365601,0.1,75.743,91.0,6.27938414,2.7,4134.936719994292
Algeria,2018,41927007.0,69.0,80.0,5.8663501739502,0.1,76.066,91.0,6.16302586,2.5,4171.795010863727
Algeria,2019,42705368.0,61.0,80.0,6.10035991668701,0.1,76.474,91.0,6.24337101,2.5,4022.1501837471637
Ecuador,2009,14742766.0,40.0,97.0,4.34242010116577,0.3,75.184,94.0,5.6990099,16.0,4240.702592715641
Ecuador,2010,14989585.0,40.0,95.0,4.50743007659912,0.3,75.43,91.0,6.11657906,12.3,4640.246344378446
Ecuador,2011,15237728.0,42.0,94.0,4.72689008712769,0.3,75.743,88.0,6.47737551,8.4,5202.656459020663
Ecuador,2012,15483883.0,44.0,96.0,4.64307022094727,0.3,76.062,87.0,6.7622118,8.8,5678.455720700033
Ecuador,2013,15722989.0,42.0,97.0,5.00464010238647,0.3,76.369,87.0,6.80123425,8.8,6050.354611327401
Ecuador,2014,15957994.0,40.0,85.0,5.26099014282227,0.3,76.622,83.0,6.72399426,8.7,6374.631485636603
Ecuador,2015,16195902.0,39.0,84.0,4.99870014190674,0.3,76.789,78.0,7.49149466,9.0,6130.586675567683
Ecuador,2016,16439585.0,40.0,86.0,4.36275005340576,0.3,76.763,83.0,7.27991486,9.7,6079.0887361207715
Ecuador,2017,16696944.0,43.0,81.0,4.61426019668579,0.4,76.972,85.0,7.42857885,10.7,6246.404252179321
Ecuador,2018,17015672.0,44.0,83.0,4.6214599609375,0.4,77.094,85.0,7.86490965,11.6,6321.349400717174
Ecuador,2019,17343740.0,46.0,83.0,4.22565984725952,0.4,77.297,85.0,7.81824684,13.7,6233.258166923628
Egypt  Arab Rep.,2003,75963322.0,23.0,98.0,4.94563007354736,0.1,68.402,98.0,5.2242527,6.0,1056.937208965947
Egypt  Arab Rep.,2004,77522427.0,22.0,97.0,4.67072010040283,0.1,68.613,97.0,4.85732365,6.4,1016.2538839562844
Egypt  Arab Rep.,2005,79075310.0,21.0,98.0,4.79442977905273,0.1,68.779,98.0,4.92229176,6.4,1133.1054605717552
Egypt  Arab Rep.,2006,80629670.0,21.0,98.0,4.00178003311157,0.1,68.977,98.0,4.84190083,6.0,1332.3394100028158
Egypt  Arab Rep.,2007,82218755.0,20.0,97.0,3.68460988998413,0.1,69.128,98.0,4.44493246,5.7,1586.47292057972
Egypt  Arab Rep.,2008,83844783.0,19.0,92.0,3.76082992553711,0.1,69.319,97.0,4.46634817,5.6,1941.8999726933735
Egypt  Arab Rep.,2010,87252413.0,18.0,96.0,3.54264998435974,0.1,69.664,97.0,4.1531949,4.5,2509.772034175215
Egypt  Arab Rep.,2011,89200054.0,17.0,96.0,3.34430003166199,0.1,69.88,96.0,4.35706949,3.8,2645.6225349104025
Egypt  Arab Rep.,2012,91240376.0,17.0,93.0,3.36829996109009,0.1,70.085,93.0,4.71025944,4.0,3059.1354277920414
Egypt  Arab Rep.,2013,93377890.0,16.0,96.0,4.12252998352051,0.1,70.052,97.0,4.91730928,4.1,3088.8908340842972
Egypt  Arab Rep.,2014,95592324.0,15.0,93.0,4.25138998031616,0.1,70.415,94.0,5.02518845,4.2,3196.8613807868655
Egypt  Arab Rep.,2015,97723799.0,15.0,92.0,3.9308500289917,0.1,70.483,93.0,5.33657265,4.4,3370.382447160154
Egypt  Arab Rep.,2016,99784030.0,14.0,95.0,4.05000019073486,0.1,70.844,95.0,5.36399841,4.6,3331.612461346881
Egypt  Arab Rep.,2019,105618671.0,12.0,95.0,2.60999989509583,0.1,71.358,95.0,4.73997355,5.0,2869.576588439033
Spain,2001,40850412.0,19.0,96.0,4.1112699508667,0.4,79.36829268292684,96.0,6.76895761,2.5,15369.001159944371
Spain,2002,41431558.0,20.0,97.0,4.13457012176514,0.4,79.56829268292684,98.0,6.80052805,2.5,17106.68657665803
Spain,2003,42187645.0,27.0,98.0,4.1734299659729,0.4,79.61951219512197,98.0,7.56392097,2.5,21510.83624540113
Spain,2004,42921895.0,16.0,97.0,4.15785980224609,0.4,79.87073170731709,97.0,7.65912247,2.5,24907.00085058565
Spain,2005,43653155.0,19.0,97.0,4.14432001113892,0.4,80.17073170731709,96.0,7.73195314,2.5,26429.150944931913
Spain,2006,44397319.0,20.0,97.0,4.1848201751709,0.4,80.8219512195122,98.0,7.82912683,2.5,28389.078579987294
Spain,2007,45226803.0,19.0,97.0,4.25404977798462,0.4,80.87317073170732,96.0,7.9183569,2.5,32591.350306587105
Spain,2008,45954106.0,19.0,98.0,4.52805995941162,0.3,81.17560975609757,97.0,8.3818779,2.5,35510.72223127011
Spain,2009,46362946.0,18.0,98.0,4.91200017929077,0.3,81.47560975609755,96.0,9.10707188,2.5,32169.502854858267
Spain,2010,46576897.0,17.0,95.0,4.85608005523682,0.3,81.6268292682927,97.0,9.1185751,2.5,30532.480508165587
Spain,2011,46742697.0,16.0,97.0,4.8969202041626,0.3,82.47560975609757,97.0,9.16859245,2.5,31677.90030836517
Spain,2012,46773055.0,14.0,97.0,4.4693398475647,0.3,82.4268292682927,96.0,9.15699196,2.5,28322.946592327575
Spain,2013,46620045.0,13.0,95.0,4.35101985931396,0.3,83.07804878048782,96.0,9.06737709,2.5,29077.182055756333
Spain,2014,46480882.0,12.0,96.0,4.30338001251221,0.3,83.22926829268293,97.0,9.08936405,2.5,29513.651180040484
Spain,2015,46444832.0,10.0,96.0,4.28657007217407,0.3,82.83170731707318,97.0,9.12617207,2.5,25754.361029439977
Spain,2016,46484062.0,12.0,97.0,4.22764015197754,0.3,83.32926829268293,97.0,8.9523859,2.5,26537.159489454178
Spain,2017,46593236.0,11.0,98.0,4.20777988433838,0.3,83.28292682926829,95.0,8.9569416,2.5,28185.321367196935
Spain,2018,46797754.0,11.0,98.0,4.18157005310059,0.3,83.43170731707319,96.0,8.99036121,2.5,30379.721112642244
Spain,2019,47134837.0,9.9,98.0,4.23408985137939,0.3,83.83170731707318,95.0,9.13213158,2.5,29581.518551329867
Ethiopia,2001,69018932.0,409.0,35.0,3.7002899646759,2.4,51.043,33.0,4.72316694,47.0,119.26185726077216
Ethiopia,2002,71073215.0,393.0,36.0,3.63245010375977,2.3,51.517,35.0,4.7126298,44.2,110.46087472148301
Ethiopia,2006,79691050.0,325.0,44.0,5.49096012115479,1.6,55.149,46.0,4.45757294,35.6,191.75129245508
Ethiopia,2007,81996185.0,310.0,49.0,5.45112991333008,1.5,56.426,50.0,5.00128365,35.0,240.34797195503225
Ethiopia,2008,84357105.0,296.0,54.0,5.40819978713989,1.5,57.592,54.0,4.28063917,33.5,320.86108971168284
Ethiopia,2009,86755585.0,282.0,59.0,4.42207002639771,1.4,58.804,58.0,4.64983416,28.5,373.8939587121452
Ethiopia,2010,89237791.0,268.0,64.0,4.49659013748169,1.4,59.73,61.0,5.46637249,24.7,335.43849527093056
Ethiopia,2011,91817929.0,253.0,68.0,5.48576021194458,1.3,60.721,65.0,4.46897888,20.9,348.0013482914652
Ethiopia,2012,94451280.0,239.0,62.0,5.56678009033203,1.3,61.543,62.0,4.53959608,19.4,458.5509207930573
Ethiopia,2013,97084366.0,224.0,55.0,4.4985499382019,1.2,62.373,59.0,4.07506514,17.7,490.79180403998606
Ethiopia,2014,99746766.0,207.0,54.0,4.60201978683472,1.2,62.905,61.0,4.03363609,15.9,557.5341483604377
Ethiopia,2015,102471895.0,192.0,56.0,4.73791980743408,1.1,63.649,63.0,3.82317114,14.8,630.31268211446
Ethiopia,2016,105293228.0,177.0,57.0,5.06151008605957,1.1,64.392,66.0,3.60033059,14.4,705.6163049829589
Ethiopia,2017,108197950.0,164.0,59.0,5.64951992034912,1.0,64.838,68.0,3.45336151,15.7,755.7517676719572
Ethiopia,2018,111129438.0,151.0,55.0,5.06867980957031,1.0,65.412,67.0,3.30818701,18.2,758.2990595826232
Ethiopia,2019,114120594.0,140.0,58.0,4.48086881637573,0.9,65.838,68.0,3.23808599,21.9,840.4494514648359
Fiji,2001,841320.0,28.0,83.0,5.6431097984314,0.1,66.34,91.0,2.90547323,4.0,1964.1327925182966
Fiji,2002,849891.0,23.0,85.0,6.27586984634399,0.1,65.748,93.0,2.983495,3.8,2157.076596136934
Fiji,2004,866694.0,20.0,88.0,6.20915985107422,0.1,66.424,95.0,3.25768542,3.8,3124.6073892632476
Fiji,2005,874923.0,20.0,90.0,5.16705989837646,0.1,66.632,96.0,3.25656676,3.7,3406.568258195958
Fiji,2006,883083.0,17.0,92.0,5.6553201675415,0.1,66.855,98.0,3.34798169,3.7,3483.597184936257
Fiji,2007,890648.0,14.0,94.0,5.89472007751465,0.1,66.826,99.0,3.41514993,3.7,3793.0973850095875
Fiji,2008,896731.0,16.0,95.0,4.25357007980347,0.1,66.935,99.0,3.1846714,3.9,3928.921738579642
Fiji,2009,901383.0,21.0,95.0,4.49847984313965,0.1,67.089,99.0,3.53587651,4.8,3184.689122914809
Fiji,2010,905169.0,27.0,96.0,4.82435989379883,0.1,67.328,99.0,3.416641,5.6,3469.165916902071
Fiji,2011,908355.0,31.0,96.0,4.17305994033813,0.1,67.523,99.0,3.14293504,6.6,4160.6840210040755
Fiji,2012,911059.0,30.0,96.0,4.72265005111694,0.1,67.552,99.0,3.2655499,6.5,4359.775349933063
Fiji,2013,913453.0,37.0,96.0,3.88288998603821,0.1,67.428,99.0,3.20040703,6.7,4586.897920939732
Fiji,2014,915560.0,55.0,96.0,4.26821994781494,0.1,67.376,99.0,3.3686049,6.3,5305.190923369332
Fiji,2015,917200.0,52.0,96.0,4.80931997299194,0.1,66.844,99.0,3.32468939,6.5,5105.262626644492
Fiji,2016,918371.0,45.0,96.0,4.8358998298645,0.2,67.24,99.0,3.27979708,6.3,5368.423240403973
Fiji,2017,919019.0,51.0,96.0,4.65118980407715,0.2,67.79,99.0,3.18689561,6.2,5825.129206974105
Fiji,2018,918996.0,54.0,96.0,4.83571004867554,0.2,67.81,99.0,3.42045617,5.5,6073.336388424337
Fiji,2019,918465.0,66.0,96.0,5.06788015365601,0.2,67.893,99.0,3.81607008,4.9,5968.3005594988535
France,2010,65030575.0,9.3,89.0,5.65859603881836,0.3,81.66341463414635,99.0,11.22560215,2.5,40676.06479131811
France,2011,65345233.0,9.1,89.0,5.48298311233521,0.3,82.11463414634147,99.0,11.18497658,2.5,43846.46607647981
France,2012,65662240.0,9.0,91.0,5.45646715164185,0.3,81.96829268292684,99.0,11.29740047,2.5,40870.85236457343
France,2013,66002289.0,9.0,90.0,5.50037813186646,0.3,82.21951219512196,99.0,11.41635036,2.5,42602.71796526674
France,2014,66312067.0,8.6,91.0,5.51206302642822,0.3,82.71951219512195,98.0,11.54441643,2.5,43068.548724173925
France,2015,66548272.0,8.5,91.0,5.46423482894897,0.3,82.3219512195122,97.0,11.4475565,2.5,36652.92230521776
France,2016,66724104.0,8.8,90.0,5.41906690597534,0.3,82.57317073170732,96.0,11.47163677,2.5,37062.53357238286
France,2017,66918020.0,9.1,90.0,5.45160007476807,0.3,82.57560975609756,96.0,11.33276176,2.5,38781.04948708362
France,2018,67158348.0,9.0,90.0,5.40716981887817,0.3,82.67560975609757,96.0,11.18583012,2.5,41557.8548588876
France,2019,67388001.0,9.1,92.0,5.35443019866943,0.3,82.8268292682927,96.0,11.05747223,2.5,40494.898293627644
Gabon,2010,1711105.0,559.0,62.0,3.07808995246887,4.4,63.898,67.0,2.47556782,14.7,8399.596702995568
Gabon,2011,1772500.0,554.0,72.0,2.987459897995,4.3,64.045,75.0,2.55771661,13.1,10273.799011729896
Gabon,2012,1836705.0,550.0,71.0,3.01340007781982,4.1,64.587,82.0,2.42097521,12.8,9348.5155721976
Gabon,2013,1902226.0,546.0,70.0,3.02971005439758,4.0,64.776,79.0,2.8408711,12.9,9250.08156410837
Gabon,2014,1966855.0,541.0,61.0,2.66667008399963,3.9,64.974,70.0,2.53282118,13.3,9255.36859701951
Gabon,2015,2028517.0,537.0,68.0,2.99166011810303,3.8,65.46,80.0,2.6574378,13.9,7090.454609963245
Gabon,2016,2086206.0,533.0,64.0,2.66206002235413,3.7,65.802,75.0,3.10769749,15.1,6722.198392842502
Gabon,2017,2140215.0,529.0,63.0,3.3268098831176802,3.5,66.189,75.0,2.78068829,16.1,6975.695792586952
Gabon,2018,2192012.0,525.0,59.0,2.93345999717712,3.4,66.306,70.0,2.74500299,17.0,7694.906045163249
Gabon,2019,2242785.0,521.0,62.0,2.73232007026672,3.3,66.603,70.0,2.76836205,16.6,7523.862278459802
Georgia,2001,4014373.0,243.0,74.0,2.13750004768372,0.1,69.606,87.0,7.16950893,7.7,801.9904138883733
Georgia,2002,3978515.0,228.0,75.0,2.23501992225647,0.1,70.024,84.0,7.81474257,5.9,853.5164537133184
Georgia,2003,3951736.0,210.0,76.0,2.06559991836548,0.1,70.333,75.0,8.02952862,4.8,1010.0079801312991
Georgia,2004,3927340.0,192.0,86.0,2.91420006752014,0.1,70.567,78.0,8.08910847,4.1,1305.0474855720777
Georgia,2005,3902469.0,175.0,90.0,2.48431992530823,0.1,71.13,82.0,8.07734108,4.1,1642.760937563953
Georgia,2006,3880347.0,161.0,96.0,3.00364995002747,0.1,71.394,88.0,7.63208055,4.0,1996.0571292766367
Georgia,2007,3860158.0,149.0,97.0,2.69687008857727,0.1,71.568,98.0,7.4351778,4.0,2635.3538820296317
Georgia,2008,3848449.0,140.0,97.0,2.9195499420166,0.1,71.332,92.0,8.44467163,3.6,3324.7358790541143
Georgia,2009,3814419.0,133.0,83.0,3.22237992286682,0.1,71.95,88.0,9.56681633,5.0,2822.6674302335173
Georgia,2010,3786695.0,127.0,94.0,2.80364990234375,0.1,72.128,92.0,9.07341194,6.7,3233.2959434742097
Georgia,2011,3756441.0,122.0,91.0,2.5761399269104,0.1,72.39,94.0,8.0144434,8.2,4021.743306172858
Georgia,2012,3728874.0,119.0,93.0,1.90610003471375,0.2,72.412,92.0,8.04715919,7.8,4421.81824228013
Georgia,2013,3717668.0,116.0,97.0,2.8867199420929,0.2,72.628,93.0,7.88304806,7.9,4623.7457247341945
Georgia,2014,3719414.0,106.0,92.0,2.99767994880676,0.2,73.099,91.0,7.90386868,7.9,4739.188338464207
Georgia,2015,3725276.0,99.0,96.0,3.16487002372742,0.2,73.297,94.0,7.42301512,8.1,4014.1859441932947
Georgia,2016,3727505.0,92.0,93.0,3.59386992454529,0.2,73.569,92.0,7.99670744,8.3,4062.169887573793
Georgia,2017,3728004.0,86.0,95.0,3.57442998886108,0.2,73.57,91.0,7.05804443,8.1,4357.000935546277
Georgia,2018,3726549.0,80.0,98.0,3.5210599899292,0.3,73.341,93.0,7.11329746,7.8,4722.042423141403
Georgia,2019,3720161.0,74.0,99.0,3.80864000320435,0.3,73.47,94.0,6.65744257,7.8,4696.150585556124
Ghana,2001,20195577.0,214.0,78.0,5.35444021224976,2.6,58.107,79.0,3.17252946,14.9,263.1719783955624
Ghana,2004,21906444.0,206.0,83.0,7.53558015823364,2.4,59.191,80.0,2.77140665,12.2,405.4226481521469
Ghana,2005,22496951.0,203.0,83.0,7.42208003997803,2.3,59.76,84.0,3.64265633,11.2,477.60584133816025
Ghana,2006,23098586.0,199.0,85.0,5.25982999801636,2.2,59.988,84.0,3.68296194,10.6,884.9413127347533
Ghana,2007,23708320.0,196.0,95.0,5.51986980438232,2.1,60.224,94.0,3.81368589,9.4,1047.2207625678775
Ghana,2008,24326087.0,191.0,86.0,5.75795984268188,2.1,60.49,93.0,3.89917445,8.2,1178.9278683043308
Ghana,2009,24950762.0,187.0,93.0,5.31744003295898,2.0,60.946,94.0,4.42220068,6.6,1043.9804678131025
Ghana,2010,25574719.0,183.0,93.0,5.54059982299805,2.0,61.157,94.0,4.25117254,6.1,1258.9492301832445
Ghana,2011,26205941.0,178.0,91.0,8.14097023010254,1.9,61.652,91.0,4.71008253,6.1,1501.0838500301684
Ghana,2012,26858762.0,173.0,88.0,7.91913986206055,1.9,62.081,92.0,4.03214407,6.4,1536.5918480250832
Ghana,2013,27525597.0,168.0,89.0,4.57646989822388,1.9,62.42,90.0,4.62300539,6.6,2282.3499053070555
Ghana,2014,28196358.0,165.0,92.0,4.39978981018066,1.8,63.045,98.0,4.10044813,7.1,1942.9050997486079
Ghana,2015,28870939.0,160.0,89.0,4.4340500831604,1.8,63.175,88.0,4.62171459,7.7,1711.2906661148459
Ghana,2016,29554303.0,156.0,89.0,4.39452981948853,1.8,63.89,93.0,3.46157742,7.7,1900.4059374660098
Ghana,2017,30222262.0,152.0,95.0,3.53362989425659,1.8,64.013,99.0,3.35796332,7.1,1998.7379799208084
Ghana,2018,30870641.0,148.0,92.0,3.8861300945282,1.7,64.122,97.0,3.48865867,6.2,2180.04157022729
Gambia  The,2001,1479449.0,189.0,89.0,1.15810000896454,1.6,57.043,87.0,5.70734835,17.8,464.63839215175835
Gambia  The,2002,1522223.0,190.0,90.0,1.44291996955872,1.7,57.08,87.0,6.35030413,19.6,379.86289466410545
Gambia  The,2003,1566257.0,191.0,90.0,1.36337995529175,1.8,57.586,87.0,5.56995296,20.5,310.95715557022834
Gambia  The,2004,1612225.0,191.0,92.0,0.622470021247864,1.9,58.088,87.0,5.54182816,20.7,596.6289487464534
Gambia  The,2005,1660368.0,190.0,91.0,0.691879987716675,1.9,58.394,95.0,5.72842979,21.7,618.9605282603858
Gambia  The,2006,1711294.0,188.0,89.0,0.751630008220673,1.9,59.06,95.0,6.19758415,20.7,615.9744770387034
Gambia  The,2007,1764883.0,186.0,88.0,0.816860020160675,1.9,59.394,95.0,5.67628479,18.7,725.0932468768796
Gambia  The,2008,1820542.0,183.0,92.0,2.18129992485046,1.9,60.082,96.0,5.46723223,15.8,857.8563070956328
Gambia  The,2009,1878119.0,180.0,96.0,1.90813994407654,1.9,60.427,98.0,5.18213415,12.8,772.1238036419879
Gambia  The,2010,1937275.0,179.0,92.0,2.56322002410889,1.9,60.717,97.0,5.08982468,10.4,796.6305209874962
Gambia  The,2011,1998212.0,178.0,91.0,2.50116991996765,1.9,61.526,96.0,5.49951601,8.7,705.4779742636613
Gambia  The,2012,2061014.0,177.0,95.0,2.63756990432739,1.9,62.096,98.0,5.1643424,9.1,686.5582854338154
Gambia  The,2013,2124869.0,176.0,96.0,1.81839001178741,1.9,62.114,97.0,3.91374874,9.8,647.3853005073986
Gambia  The,2014,2189019.0,175.0,96.0,2.23094010353088,1.9,62.269,96.0,4.451684,10.5,561.649123155962
Gambia  The,2015,2253133.0,173.0,97.0,2.16002988815308,1.9,62.494,97.0,3.17612934,11.0,611.6713342335677
Gambia  The,2016,2317206.0,170.0,97.0,2.0244300365448,1.8,63.013,95.0,3.68266177,11.6,640.6766788845849
Gambia  The,2017,2381182.0,166.0,90.0,2.45918989181519,1.8,62.995,92.0,4.14472675,12.2,632.0011461901955
Gambia  The,2018,2444916.0,162.0,91.0,2.36543989181519,1.8,63.04,93.0,4.8878727,13.1,683.324363124911
Gambia  The,2019,2508883.0,158.0,85.0,2.78892993927002,1.8,63.755,88.0,3.82171082,18.0,722.8747931451713
Greece,2001,10862132.0,5.2,91.0,3.36457991600037,0.1,78.38780487804878,91.0,7.9878397,2.5,12549.036894906041
Greece,2002,10902022.0,5.9,92.0,3.42430996894836,0.1,78.64146341463415,92.0,8.23378086,2.5,14177.572159270456
Greece,2003,10928070.0,6.1,94.0,3.42933988571167,0.1,78.84146341463415,94.0,8.44915676,2.5,18518.3788387396
Greece,2004,10955141.0,7.6,95.0,3.66719007492065,0.1,79.0390243902439,95.0,8.09390354,2.5,21995.477943745977
Greece,2005,10987314.0,7.2,96.0,3.96395993232727,0.1,79.23902439024391,96.0,8.56466961,2.5,22560.14729390767
Greece,2010,11121341.0,4.6,99.0,4.10563135147095,0.1,80.3878048780488,99.0,9.59662342,2.5,26716.648826027413
Greece,2011,11104899.0,4.7,99.0,4.43512725830078,0.1,80.73170731707317,99.0,9.19330311,2.5,25483.882564493113
Greece,2012,11045011.0,5.4,99.0,4.51454973220825,0.2,80.63414634146342,99.0,8.92377281,2.5,21912.998287951716
Greece,2013,10965211.0,5.2,99.0,4.47595977783203,0.2,81.28536585365853,99.0,8.36682224,2.5,21787.787763603465
Greece,2014,10892413.0,5.1,97.0,4.28700971603394,0.2,81.38536585365853,99.0,7.90779018,2.5,21616.710009490806
Greece,2015,10820883.0,4.7,97.0,3.66139006614685,0.2,81.03658536585367,99.0,8.06892395,2.5,18083.877905654695
Greece,2016,10775971.0,4.4,97.0,3.97024154663086,0.2,81.3878048780488,99.0,8.32109451,2.5,17923.966813471638
Greece,2017,10754679.0,4.7,97.0,3.47708988189697,0.2,81.28780487804877,99.0,8.10309219,2.5,18582.08934116313
Greece,2018,10732882.0,4.4,97.0,3.59734010696411,0.2,81.7878048780488,99.0,7.95876884,2.5,19756.99045625501
Greece,2019,10721582.0,4.7,97.0,3.58803009986877,0.2,81.63902439024392,99.0,7.83788586,2.5,19144.284387556017
Guatemala,2006,13213330.0,34.0,95.0,3.03285002708435,0.5,69.812,89.0,6.36372948,17.8,2251.0879627549925
Guatemala,2007,13477017.0,29.0,86.0,3.08808994293213,0.5,70.1,85.0,6.19192553,18.2,2490.749126652078
Guatemala,2008,13739299.0,29.0,96.0,3.23686003684998,0.5,70.356,95.0,6.08125973,17.9,2802.4619619012465
Guatemala,2010,14259687.0,28.0,93.0,2.8486499786377,0.4,70.878,94.0,6.12487125,16.4,2852.5473265011647
Guatemala,2011,14521515.0,25.0,89.0,2.96865010261536,0.4,71.177,88.0,5.96316576,16.3,3228.0457411296034
Guatemala,2012,14781942.0,28.0,93.0,3.00524997711182,0.4,71.463,96.0,6.07307673,16.8,3355.036918812722
Guatemala,2013,15043981.0,27.0,91.0,2.88808989524841,0.3,71.728,96.0,5.77188921,17.5,3522.773706214754
Guatemala,2014,15306316.0,25.0,68.0,2.98562002182007,0.3,71.964,74.0,5.8885684,17.7,3779.642336130248
Guatemala,2015,15567419.0,26.0,79.0,3.03032994270325,0.3,72.103,70.0,6.00602055,17.3,3994.636912884745
Guatemala,2016,15827690.0,24.0,89.0,2.94474005699158,0.3,72.355,83.0,6.07008219,16.4,4173.301666194739
Guatemala,2017,16087418.0,25.0,94.0,2.95009994506836,0.3,72.551,91.0,6.13921785,16.3,4454.048149835476
Guatemala,2018,16346950.0,26.0,89.0,3.13704991340637,0.3,72.726,85.0,6.12415409,16.2,4485.731254893715
Guatemala,2019,16604026.0,26.0,90.0,3.19928002357483,0.2,73.129,85.0,6.21161032,16.3,4647.693346632519
Guyana,2001,759809.0,71.0,92.0,8.39729976654053,0.8,64.788,85.0,3.05506778,6.5,937.2981573320093
Guyana,2002,760323.0,99.0,93.0,8.36553955078125,0.9,64.728,91.0,3.19353795,6.5,955.030210470206
Guyana,2003,760562.0,106.0,89.0,6.95590019226074,1.0,64.6,90.0,3.26884198,6.8,976.9934295883393
Guyana,2004,760424.0,101.0,88.0,5.51293992996216,1.0,64.93,91.0,3.43770432,6.9,1036.0198773103468
Guyana,2005,759709.0,107.0,92.0,8.13973045349121,1.1,65.132,93.0,3.79409742,7.1,1085.784886507814
Guyana,2006,758367.0,119.0,90.0,3.11891007423401,1.2,65.667,93.0,3.93144441,7.1,3138.0827264271948
Guyana,2007,756521.0,99.0,96.0,2.39117002487183,1.2,66.254,94.0,4.28126192,7.5,3609.907920614685
