Country;Year;Continent;Least Developed;Life Expectancy;Population;CO2 emissions;Health expenditure;Electric power consumption;Forest area;GDP per capita;Individuals using the Internet;Military expenditure;People practicing open defecation;People using at least basic drinking water services;Obesity among adults;Beer consumption per capita
El Salvador;2006;North America;FALSE;70.333;6079395;1.190907939;7.92342138;755.4372647;31.22007722;5621.657087;5.5;0.888131106;7.233322188;84.60455338;17.3;0.97146
El Salvador;2007;North America;FALSE;70.542;6105810;1.24962947;7.63829565;817.0220885;31.00289575;5855.513241;6.11;0.973444825;6.649092558;85.83407011;17.8;0.99897
El Salvador;2008;North America;FALSE;70.756;6131767;1.126918203;7.66487646;882.1106454;30.78571429;6068.935355;10.08;0.961811831;6.037335551;87.13356096;18.3;0.95487
El Salvador;2009;North America;FALSE;70.978;6157678;1.084824479;8.39771748;855.7076614;30.56853282;5955.179406;12.11;1.078878211;5.442231406;88.40943161;18.8;0.91212
El Salvador;2010;North America;FALSE;71.21;6183877;1.057588947;8.23629189;846.0981558;30.35135135;6127.645045;15.9;1.089553727;4.863270535;89.66189951;19.4;0.92
El Salvador;2011;North America;FALSE;71.449;6210567;1.091687798;8.14439964;857.0674999;30.13416988;6465.808489;18.9;1.088061495;4.300105654;90.89085701;19.9;0.93
El Salvador;2012;North America;FALSE;71.692;6237922;1.085297312;7.53931999;880.5959263;29.91698842;6541.216164;20.32138772;1.048809627;3.752678142;92.09562675;20.4;1
El Salvador;2013;North America;FALSE;71.935;6266076;1.030948242;7.71839237;915.6895517;29.69980695;6877.146376;23.1093;1.079989232;3.220857996;93.27569745;20.9;1.04
El Salvador;2014;North America;FALSE;72.175;6295124;1.046841993;7.68152761;958.9733671;29.48262548;7233.195221;24.76171215;1.035254877;2.704180875;94.43129093;21.5;1.07
El Salvador;2015;North America;FALSE;72.412;6325121;1.106698196;7.63034058;937.0744722;29.26544402;7597.689174;26.80260496;1.056819966;2.202425267;95.56213774;22.1;1.16
Eritrea;2000;Africa;TRUE;55.273;2292413;0.279181805;5.76670074;78.66231164;11.07386139;1526.846924;0.136711941;32.65567119;82.72894201;46.81421436;1.8;0.5324
Eritrea;2001;Africa;TRUE;55.864;2374721;0.29477147;5.91931629;75.03011019;11.04257426;1639.089229;0.157815289;22.13679156;81.49133177;47.1204241;1.8;0.50872
Eritrea;2002;Africa;TRUE;56.5;2481059;0.274076516;6.68851233;81.6938074;11.01128713;1641.17399;0.227090138;20.67187836;80.24562936;47.44092522;1.9;0.48517
Eritrea;2003;Africa;TRUE;57.191;2600972;0.265285439;7.33703375;87.05959834;10.98;1554.014751;0.298;20.86574531;78.99247712;47.77522216;2;0.46302
Eritrea;2004;Africa;TRUE;57.932;2719809;0.250017559;7.00984955;89.58189477;9.140320769;1548.161959;0.341;24.772;77.73193028;48.12341765;2.1;0.61412
Eritrea;2005;Africa;TRUE;58.707;2826653;0.212265186;6.86417818;86.4031261;9.11098558;1575.908648;0.374;28.443;76.46518898;48.48440644;2.2;0.72133
Eritrea;2006;Africa;TRUE;59.487;2918209;0.17819148;6.85840559;85.61362148;9.086474152;1558.315131;0.407;29.492;75.19118454;48.85949384;2.3;0.60023
Eritrea;2007;Africa;TRUE;60.243;2996540;0.17019629;5.27863026;79.50081711;9.058220229;1580.831377;0.41;30.993;73.91166455;49.24695178;2.4;0.4557
Eritrea;2008;Africa;TRUE;60.952;3062782;0.146925243;6.41520452;81.76096431;9.030254666;1422.094264;0.47;31.18;72.6250009;49.64870222;2.6;0.40799
Eritrea;2009;Africa;TRUE;61.602;3119920;0.150644888;5.38878536;79.01313251;9.003251617;1459.462952;0.54;31.484;71.56416898;49.81032358;2.7;0.51277
Eritrea;2010;Africa;TRUE;62.193;3170437;0.157706966;4.92946005;83.33547014;8.977483792;1485.360306;0.61;31.496;70.50200083;49.97738165;2.9;0.68
Eritrea;2011;Africa;TRUE;62.732;3213969;0.177350806;5.21969032;85.79258948;8.949616385;1625.507673;0.7;31.514;69.4379508;50.15052544;3;0.68
Eritrea;2012;Africa;TRUE;63.238;3237242;0.190763128;3.78068161;89.29768769;8.924026107;1625.513;0.8;31.522;68.37260703;50.32917266;3.2;0.52
Eritrea;2013;Africa;TRUE;63.726;3247345;0.195035548;5.00735378;92.92010348;8.900342223;1625.513;0.9;31.562;68.03420584;50.7051267;3.4;0.52
Eritrea;2014;Africa;TRUE;64.201;3251206;0.196288983;4.05707884;95.07983201;8.875197116;1625.784;0.99;31.563;67.69357799;51.08356381;3.6;0.52
Eritrea;2015;Africa;TRUE;64.664;3333645;0.194446714;4.45335484;96.63457996;8.845245978;1626.37;1.083733116;31.5683;67.35015798;51.46509353;3.8;0.52
Estonia;2000;Europe;FALSE;70.41707317;1396985;10.68014331;5.15698433;4460.368108;52.81646615;9421.291423;28.57695381;1.376327115;0;99.24483789;19.1;4.19342
Estonia;2001;Europe;FALSE;70.25853659;1388115;11.07977365;4.77708292;4540.492561;53.04560038;10314.26282;31.52748977;1.502214462;0;99.26304546;19.3;4.62198
Estonia;2002;Europe;FALSE;70.90487805;1379350;10.83843826;4.70043564;4680.447946;53.27473461;11663.2715;41.52;1.667129501;0;99.28125303;19.5;4.99
Estonia;2003;Europe;FALSE;71.31707317;1370720;12.35846893;4.85959911;4767.462935;53.50386884;13132.58072;45.32;1.743049295;0;99.29946061;19.7;4.75
Estonia;2004;Europe;FALSE;71.9097561;1362550;12.49128506;5.119555;5158.602778;53.73300307;14536.34741;53.2;1.699689225;0;99.31766818;19.9;6.04
Estonia;2005;Europe;FALSE;72.56829268;1354775;12.71797866;5.05801439;5429.525522;53.9621373;16634.89274;61.45;1.450919932;0;99.33587575;20.2;6.48
Estonia;2006;Europe;FALSE;72.69146341;1346810;11.86507343;4.76530361;5531.545829;54.19127153;19345.31471;63.51;1.388422436;0;99.35408333;20.4;6.5
Estonia;2007;Europe;FALSE;72.81463415;1340680;14.90288476;4.98330879;5869.424789;54.42040576;22195.19759;66.19;1.657582134;0;99.75177694;20.7;5.85062
Estonia;2008;Europe;FALSE;73.77073171;1337090;13.76122746;5.71032381;6277.411463;54.64953999;22802.34218;70.58;1.765049691;0;99.75082802;21;5.37419
Estonia;2009;Europe;FALSE;74.82439024;1334515;11.27750545;6.51218891;6364.56783;54.87867422;20477.85243;72.5;1.78893839;0;99.74987911;21.3;5.07324
Estonia;2010;Europe;FALSE;75.42926829;1331475;14.26988866;6.27124023;5975.953811;55.10780845;21619.45455;74.1;1.686470067;0;99.74892504;21.6;5.87
Estonia;2011;Europe;FALSE;76.22926829;1327439;13.68801133;5.7667613;6506.318181;55.50879925;24557.23615;76.5;1.664010243;0;99.74796417;22;5.98
Estonia;2012;Europe;FALSE;76.32682927;1322696;12.7693736;5.79034519;6314.414448;55.90979004;25996.04678;78.38992593;1.88357958;0;99.74803318;22.3;6.19
Estonia;2013;Europe;FALSE;77.14146341;1317997;14.65860673;5.97791481;6689.367776;54.91175523;27464.51868;80.0043;1.896666618;0;99.74913035;22.7;6.38
Estonia;2014;Europe;FALSE;77.03414634;1314545;13.64730803;6.08077621;6664.658569;55.30278353;28945.46533;84.24152803;1.912785931;0;99.75021782;23;6.14
Estonia;2015;Europe;FALSE;77.5902439;1315407;11.81383402;6.34629202;6732.367473;55.69381182;29175.92593;88.4097035;2.011335173;0;99.75130757;23.4;6
Ethiopia;2000;Africa;TRUE;51.941;66224809;0.053756289;4.3650465;23.00172227;18.5285;482.3357457;0.015263767;7.613843906;77.08181502;18.08544545;1.6;0.18324
Ethiopia;2001;Africa;TRUE;52.595;68159422;0.064554538;4.72316694;22.75582252;18.4555;518.9838164;0.037162381;4.349020778;74.02507493;19.71258531;1.7;0.19746
Ethiopia;2002;Africa;TRUE;53.349;70142090;0.065153465;4.7126298;26.570061;18.3825;519.9319066;0.072402262;3.719388099;70.97453741;21.32915594;1.8;0.15873
Ethiopia;2003;Africa;TRUE;54.211;72170581;0.069557428;4.89970922;26.23246613;18.3095;504.1538956;0.105811659;3.238842734;67.93219674;22.9331683;1.8;0.1369
Ethiopia;2004;Africa;TRUE;55.174;74239508;0.071794656;4.31281853;28.62662281;16.15855367;571.5659226;0.155334521;3.072650407;64.89757396;24.52526667;1.9;0.20095
Ethiopia;2005;Africa;TRUE;56.223;76346310;0.066145963;4.10098124;30.77876001;16.0938364;640.9698468;0.219659819;2.761551436;61.87080584;26.10543909;2;0.20578
Ethiopia;2006;Africa;TRUE;57.334;78489205;0.068799271;4.45757294;33.53141756;16.02896339;712.343569;0.310592657;2.266537384;58.85152533;27.67426894;2.2;0.28402
Ethiopia;2007;Africa;TRUE;58.467;80674343;0.073877268;5.00128365;37.4828615;15.96402992;793.3215141;0.37;1.86327402;55.83274958;29.24049791;2.3;0.29066
Ethiopia;2008;Africa;TRUE;59.581;82916236;0.078271761;4.28063917;39.56648274;15.9002326;871.5463026;0.45;1.489809217;52.74309695;30.89480764;2.4;0.29127
Ethiopia;2009;Africa;TRUE;60.645;85233923;0.076612691;4.64983416;40.99317774;15.8352641;928.3920242;0.54;1.184802596;49.66892809;32.53496042;2.5;0.28366
Ethiopia;2010;Africa;TRUE;61.627;87639962;0.073824767;5.46637249;42.15457735;15.77082944;1028.436486;0.75;1.133586485;46.60942146;34.16251912;2.7;0.28
Ethiopia;2011;Africa;TRUE;62.505;90139928;0.083647726;4.46897888;48.29988402;15.70608869;1134.784509;1.1;1.090707444;43.56597714;35.77622585;2.8;0.32
Ethiopia;2012;Africa;TRUE;63.281;92726982;0.091451262;4.53959608;52.5516284;15.64130888;1213.595972;2.9;0.86836209;40.53834893;37.37702642;2.9;0.41
Ethiopia;2013;Africa;TRUE;63.961;95385793;0.105676114;4.07506514;57.21096369;15.5767636;1283.570449;4.6;0.806417117;37.53364479;38.95491589;3.1;0.43
Ethiopia;2014;Africa;TRUE;64.547;98094264;0.125797367;4.03363609;64.05566078;15.51254422;1513.703236;7.7;0.768411101;34.54544412;40.51947671;3.3;0.5
Ethiopia;2015;Africa;TRUE;65.048;100835453;0.127832027;3.82317114;69.1987454;15.44784411;1657.344704;13.85517556;0.705413868;31.57458485;42.0700672;3.4;0.59
Finland;2000;Europe;FALSE;77.46585366;5176209;10.64485611;7.09253168;15075.86719;73.69132276;26784.70647;37.24846174;1.241147504;0;99.99999765;18.2;4.27
Finland;2001;Europe;FALSE;77.96585366;5188008;11.77523242;7.25090408;15305.40981;73.62446568;27795.67493;43.10536335;1.144512833;0;100.0000023;18.6;4.37
Finland;2002;Europe;FALSE;78.1195122;5200598;12.1985969;7.62769508;15709.88325;73.55760859;28605.12232;62.43;1.154637229;0;99.99999532;19.1;4.43
Finland;2003;Europe;FALSE;78.36829268;5213014;13.75595751;7.93805122;16140.06697;73.4907515;29051.48643;69.22;1.446857263;0;99.9999965;19.5;4.37
Finland;2004;Europe;FALSE;78.71463415;5228172;12.94525129;8.05912876;16445.57256;73.42389442;31201.73494;72.39;1.470163565;0;99.99999767;20;4.57
Finland;2005;Europe;FALSE;78.81707317;5246096;10.57167065;8.28795624;16777.56585;73.35703733;32051.794;74.48;1.467190429;0;99.99999884;20.4;4.59
Finland;2006;Europe;FALSE;79.21463415;5266268;12.72627915;8.2841177;16117.89033;73.40585972;34455.10533;79.66;1.444766675;0;99.99999884;20.8;4.57
Finland;2007;Europe;FALSE;79.26341463;5288720;12.30921631;8.08359337;17215.03729;73.34372061;37838.34019;80.78;1.290887944;0;100;21.2;4.7
Finland;2008;Europe;FALSE;79.56829268;5313399;10.6636072;8.34310627;17160.86312;73.32256663;40083.69727;83.67;1.394917394;0;99.99999771;21.6;4.62
Finland;2009;Europe;FALSE;79.7195122;5338871;10.14821304;9.16122246;16349.23333;73.25555775;37972.27005;82.49;1.560742356;0;100.0000034;22;4.54
Finland;2010;Europe;FALSE;79.87073171;5363352;11.65875348;9.14202785;15243.11039;73.18854886;38956.47222;86.89;1.49175816;0;100;22.4;4.47
Finland;2011;Europe;FALSE;80.47073171;5388272;10.22962444;9.22303009;16484.09428;73.30086544;40916.83858;88.70999491;1.489408984;0;99.99999774;22.8;4.61
Finland;2012;Europe;FALSE;80.62682927;5413971;9.126387978;9.5857954;15710.97376;73.41077364;40873.09533;89.87999797;1.526584659;0;100.0000011;23.2;4.27
Finland;2013;Europe;FALSE;80.97560976;5438972;9.22784648;9.80534649;15689.22331;73.52068183;41493.14165;91.5144;1.533860935;0;100.0000011;23.6;4.28
Finland;2014;Europe;FALSE;81.1804878;5461512;8.451871908;9.78115082;15510.8355;73.63059002;41757.40219;86.53039275;1.451930187;0;100.0000034;24;4.17
Finland;2015;Europe;FALSE;81.4804878;5479531;7.814537356;9.64523888;15249.98938;73.73564542;42497.70498;86.42213333;1.449960972;0;99.99999666;24.5;4.13
France;2000;Europe;FALSE;79.05609756;60912500;6.125507901;9.58447742;7149.298107;27.91987099;26090.63447;14.30792394;2.085018245;0;99.89732981;16.8;2.31
France;2001;Europe;FALSE;79.15853659;61357432;6.1399245;9.70562744;7224.526985;28.12642106;27490.05173;26.32590355;2.03069529;0;99.90584458;17.3;2.36
France;2002;Europe;FALSE;79.26097561;61805266;6.003048171;10.02218628;7342.256436;28.33297112;28523.88619;30.18;2.04625799;0;99.91418762;17.7;2.25
France;2003;Europe;FALSE;79.11463415;62244880;6.052063904;10.08283329;7299.248579;28.52389357;28172.69565;36.14;2.095680413;0;99.92236993;18.1;2.29
France;2004;Europe;FALSE;80.16341463;62704901;6.024888047;10.16429329;7529.551025;28.74607126;29060.45099;39.15;2.104350835;0;99.93039734;18.5;2.24
France;2005;Europe;FALSE;80.16341463;63179356;6.025069386;10.2148447;7661.490447;28.95315008;30498.57688;42.87;2.023706919;0;99.93825616;18.9;2.31
France;2006;Europe;FALSE;80.81219512;63621376;5.840018106;10.38566494;7652.863698;29.15970392;32468.54158;46.87;1.9750983;0;99.94596129;19.3;2.4
France;2007;Europe;FALSE;81.11219512;64016227;5.667781492;10.31564426;7540.29589;29.36625776;34121.34388;66.09;1.907528634;0;99.9535018;19.7;2.33
France;2008;Europe;FALSE;81.21463415;64374979;5.561011371;10.50084686;7513.57933;29.5728116;35095.26568;70.68;1.897075896;0;99.96089742;20;2.18
France;2009;Europe;FALSE;81.41463415;64707035;5.312096451;11.28756237;7643.451037;29.77936544;34678.06232;71.58;2.098147335;0;99.96814699;20.4;2.25
France;2010;Europe;FALSE;81.66341463;65027505;5.348198409;11.22560215;7338.042919;29.98591927;35902.90311;77.28;1.969419353;0;99.97524196;20.8;2.18
France;2011;Europe;FALSE;82.11463415;65342789;5.128951791;11.18497658;7734.727021;30.13823218;37440.63347;77.81999899;1.891406214;0;99.98217792;21.2;2.1
France;2012;Europe;FALSE;81.96829268;65659814;5.154142128;11.29740047;7232.978684;30.29054509;37679.11891;81.44;1.8710806;0;99.98896576;21.6;2.15
France;2013;Europe;FALSE;82.2195122;65998685;5.12979914;11.41635036;7363.423235;30.442858;39523.85515;81.9198;1.849875918;0;99.99558687;22;1.8
France;2014;Europe;FALSE;82.7195122;66312067;4.616052854;11.54441643;7367.843768;30.59517091;40144.02683;83.75;1.862961439;0;100;22.4;2.26
France;2015;Europe;FALSE;82.32195122;66548272;4.677807228;11.4475565;6939.943525;30.74748382;40849.99738;78.00603771;1.872258281;0;100;22.8;2.16
Gabon;2000;Africa;FALSE;58.264;1228359;4.949693046;2.90536737;903.2090191;91.97811154;13836.61163;1.216140618;1.801452248;2.17878626;80.86852914;8.3;5.86904
Gabon;2001;Africa;FALSE;57.968;1258008;4.952273753;3.15246463;880.0358853;91.9584779;14109.87292;1.347620222;1.793952098;2.173783455;81.14049899;8.6;6.0272
Gabon;2002;Africa;FALSE;57.791;1288310;4.62621577;3.33046246;899.8352952;91.93884426;13957.8862;1.939530106;1.783170277;2.168140136;81.39898485;8.9;5.32027
Gabon;2003;Africa;FALSE;57.759;1319946;4.878987517;3.53691506;926.0193587;91.91921062;14204.42283;2.659586594;1.668327933;2.161915828;81.64372062;9.2;4.80281
Gabon;2004;Africa;FALSE;57.885;1353788;4.498488798;3.33140016;936.4019437;91.89957698;14319.1741;2.9790698;1.613166169;2.155150932;81.87491809;9.5;4.78071
Gabon;2005;Africa;FALSE;58.181;1390550;4.357987805;2.93410254;915.9484351;91.87994334;14762.54942;4.89326475;1.248682169;2.147908153;82.09230292;9.8;5.19939
Gabon;2006;Africa;FALSE;58.641;1430144;3.803812803;3.14508867;916.1842436;91.8603097;14381.46101;5.489200803;1.28261921;2.140184693;82.29702978;10.1;5.35845
Gabon;2007;Africa;FALSE;59.229;1472565;3.354690664;3.16386676;945.3593484;91.84067606;15206.47366;5.767004576;1.216745279;2.132042416;82.48880187;10.4;5.55757
Gabon;2008;Africa;FALSE;59.904;1518538;3.470443269;2.79445171;969.7364802;91.82104242;14531.70389;7.5;1.446485551;2.123473807;82.66875326;10.7;5.90594
Gabon;2009;Africa;FALSE;60.637;1568925;3.314371184;3.83981347;981.8654522;91.80140878;14173.60813;9.5;1.321734875;2.11458961;82.8356437;11;5.68578
Gabon;2010;Africa;FALSE;61.4;1624146;3.546479337;2.47556782;942.6836847;91.78177514;14838.64348;13;1.871622566;2.105356327;82.99105522;11.3;5.6
Gabon;2011;Africa;FALSE;62.168;1684629;3.431022623;2.55771661;957.4262412;91.73566189;15638.74717;18;1.46243423;2.095836275;83.13467666;11.7;5.35
Gabon;2012;Africa;FALSE;62.924;1749677;3.200590683;2.42097521;966.9784861;91.68954865;15356.23542;24;1.619804648;2.086014922;83.26759908;12;5.29
Gabon;2013;Africa;FALSE;63.648;1817070;3.186448492;2.8408711;988.7539243;91.6434354;15114.37751;30.53803344;1.604047179;2.076008574;83.3885703;12.3;5.56
Gabon;2014;Africa;FALSE;64.318;1883801;3.163816156;2.53282118;1079.760273;91.59732216;15370.96799;38.07120929;1.144818396;2.066054631;83.49452443;12.7;6.41
Gabon;2015;Africa;FALSE;64.913;1947690;3.142183759;2.6574378;1167.851594;91.55120891;14699.53605;45.78453653;1.185025608;2.056236816;83.85848655;13.1;6.37
Georgia;2000;Asia;FALSE;69.902;4077131;1.169940333;7.194592;1563.795947;39.72657936;3100.988403;0.484746299;0.615582491;0.99568469;93.82192982;14.4;0.41183
Georgia;2001;Asia;FALSE;70.065;4014373;0.876849261;7.16950893;1574.391404;39.81551302;3375.179089;0.992344436;0.740186005;1.000730128;93.91233333;14.8;0.45556
Georgia;2002;Asia;FALSE;70.22;3978515;0.743996199;7.81474257;1583.559873;39.90444668;3647.998924;1.58787563;1.000532997;0.933138334;94.03192915;15.1;0.51018
Georgia;2003;Asia;FALSE;70.349;3951736;0.799648581;8.02952862;1653.380721;39.99338034;4159.376204;2.558816481;1.068489125;0.859363514;94.18531174;15.5;0.56338
Georgia;2004;Asia;FALSE;70.451;3927340;0.858087124;8.08910847;1749.863857;40.082314;4546.583845;3.886221354;1.373838972;0.786696344;94.32175095;15.9;0.59753
Georgia;2005;Asia;FALSE;70.538;3902469;1.086491596;8.07734108;1814.45966;40.17124766;5171.57736;6.079457629;3.339169797;0.715132789;94.45669283;16.4;0.78731
Georgia;2006;Asia;FALSE;70.635;3880347;1.211231833;7.63208055;1916.479029;40.26018132;5866.588877;7.526876845;5.218306951;0.644890708;94.59022245;16.9;0.87627
Georgia;2007;Asia;FALSE;70.765;3860158;1.458489553;7.4351778;1769.171675;40.34911498;6818.50985;8.26;9.159116517;0.575920159;94.72234756;17.3;1.09031
Georgia;2008;Asia;FALSE;70.946;3848449;1.25764955;8.44467163;1829.976908;40.43804864;7139.012454;10.01;8.520118395;0.508052105;94.85297345;17.9;1.18769
Georgia;2009;Asia;FALSE;71.18;3814419;1.473356725;9.56681633;1881.537211;40.5269823;6984.247646;20.07;5.606597051;0.441282288;94.98212125;18.4;0.90305
Georgia;2010;Asia;FALSE;71.46;3786695;1.404919111;9.07341194;1833.044561;40.61591596;7564.892257;26.9;3.709632391;0.375598177;95.10987098;19;1.47
Georgia;2011;Asia;FALSE;71.773;3756441;1.735685448;8.0144434;2049.544524;40.61591596;8360.297207;31.52;3.102968685;0.311006693;95.23614278;19.7;1.99
Georgia;2012;Asia;FALSE;72.097;3728874;1.928196034;8.04715919;2289.134849;40.61591596;9826.052753;36.94;2.983734098;0.247498028;95.36102572;20.3;1.3
Georgia;2013;Asia;FALSE;72.412;3717668;2.108848922;7.88304806;2329.92587;40.61591596;10611.77412;43.3;2.570552435;0.185080492;95.48435923;21;1.38
Georgia;2014;Asia;FALSE;72.707;3719414;2.277240519;7.90386868;2498.340357;40.61591596;11575.54721;44;2.357939594;0.123740149;95.60630998;21.7;1.38
Georgia;2015;Asia;FALSE;72.973;3725276;2.469615623;7.42301512;2693.97276;40.61591596;12089.16941;47.56975964;2.00294589;0.063478336;95.75472951;22.5;1.39
Germany;2000;Europe;FALSE;77.92682927;82211508;10.09931602;9.8881979;6505.132999;32.53761284;27199.04409;30.2163466;1.358883033;0;100;18.4;7.16115
Germany;2001;Europe;FALSE;78.32926829;82349925;10.29363415;9.92046165;6635.421406;32.55803955;28368.54328;31.65093942;1.323438303;0;99.9999976;18.8;6.71
Germany;2002;Europe;FALSE;78.22926829;82488495;10.10298472;10.18365669;6762.653396;32.57753827;29178.63747;48.82;1.327958121;0;99.9999976;19.2;6.67
Germany;2003;Europe;FALSE;78.3804878;82534176;10.13870882;10.40202236;6900.780527;32.59797598;29908.13953;55.9;1.316924865;0;99.99999761;19.7;6.43
Germany;2004;Europe;FALSE;78.6804878;82516260;9.950402591;10.14603138;7009.726492;32.6174843;31333.8363;64.73;1.268957396;0;100;20.1;6.29
Germany;2005;Europe;FALSE;78.93170732;82469422;9.729424378;10.3115406;7108.962524;32.6341897;31794.09601;68.71;1.065629701;0;100;20.5;6.62283
Germany;2006;Europe;FALSE;79.13170732;82376451;9.886441614;10.17961693;7138.221485;32.65370498;34160.34493;72.16;1.199302958;0;99.9999976;21;6.73373
Germany;2007;Europe;FALSE;79.53414634;82266372;9.527586652;10.05104923;7212.437448;32.67416181;36287.48224;75.16;1.172471765;0;100.0000024;21.4;6.48394
Germany;2008;Europe;FALSE;79.73658537;82110097;9.617453045;10.25105095;7229.089913;32.69368672;37802.38743;78;1.209034004;0;100;21.9;6.35388
Germany;2009;Europe;FALSE;79.83658537;81902307;8.97178632;11.23758507;7187.764009;32.71133932;36815.84405;79;1.310604073;0;100;22.3;6.34122
Germany;2010;Europe;FALSE;79.98780488;81776930;9.453399722;11.09557819;6817.158398;32.73087185;38952.6946;82;1.266826626;0;100;22.8;6.21
Germany;2011;Europe;FALSE;80.43658537;80274983;9.299036295;10.77818966;7264.322591;32.73754877;42541.53109;81.26999954;1.206150336;0;100;23.3;6.01
Germany;2012;Europe;FALSE;80.53902439;80425823;9.451317705;10.85323715;7281.272174;32.74516555;43359.61483;82.34999847;1.241677479;0;100;23.7;6.01
Germany;2013;Europe;FALSE;80.4902439;80645605;9.62420735;10.99795437;7270.152523;32.71898647;44993.89275;84.17;1.185257901;0;100.0000024;24.2;5.88
Germany;2014;Europe;FALSE;81.0902439;80982500;9.088506897;11.02157784;7217.529089;32.72284322;47011.55109;86.19;1.149941997;0;100;24.7;5.88
Germany;2015;Europe;FALSE;80.64146341;81686611;9.087290909;11.18370342;7035.482975;32.73232815;47609.781;87.58979935;1.137338427;0;100.0000024;25.2;5.88
Ghana;2000;Africa;FALSE;57.002;19278850;0.297735601;2.79087734;354.6071205;38.88815153;1769.523784;0.153615298;0.627279006;21.67368309;63.84429954;4.7;0.40859
Ghana;2001;Africa;FALSE;57.158;19756929;0.314320105;3.17252946;326.1605334;38.49012042;1836.230875;0.20000806;0.373922952;21.48492494;64.71780693;5;0.33643
Ghana;2002;Africa;FALSE;57.425;20246376;0.366979247;2.8882091;332.0354089;38.0920893;1901.656741;0.830284034;0.368353827;21.29504292;65.8036643;5.2;0.40629
Ghana;2003;Africa;FALSE;57.785;20750308;0.344091272;2.83229733;305.9806851;37.69405819;1990.482515;1.193057911;0.428512777;21.10403317;66.89205837;5.5;0.39542
Ghana;2004;Africa;FALSE;58.225;21272328;0.31402298;2.77140665;217.9244761;37.29602707;2105.408226;1.716797704;0.389777264;20.9116607;67.98333147;5.8;0.42428
Ghana;2005;Africa;FALSE;58.719;21814648;0.322718935;3.64265633;216.901507;36.89799596;2242.377079;1.831197461;0.367459297;20.71885659;69.0766398;6.1;0.42575
Ghana;2006;Africa;FALSE;59.234;22379057;0.380266256;3.68296194;242.7726544;36.49996484;2397.476037;2.723175973;0.371042977;20.52491892;70.17280407;6.3;0.49224
Ghana;2007;Africa;FALSE;59.741;22963946;0.397144284;3.81368589;293.2205767;36.10193373;2503.859081;3.85;0.509249882;20.33007842;71.2716956;6.6;0.48279
Ghana;2008;Africa;FALSE;60.216;23563832;0.367512374;3.89917445;241.2912833;35.70390261;2714.463643;4.27;0.39844462;20.13433552;72.37342057;7;0.48534
Ghana;2009;Africa;FALSE;60.645;24170943;0.414133624;4.42220068;261.2902689;35.3058715;2792.265433;5.44;0.455352364;19.9383957;73.47737501;7.3;0.4689
Ghana;2010;Africa;FALSE;61.03;24779614;0.451580867;4.25117254;260.105698;34.90784038;2974.159419;7.8;0.380677684;19.74131506;74.584619;7.6;0.47
Ghana;2011;Africa;FALSE;61.381;25387713;0.462822311;4.71008253;277.4861626;34.85291377;3379.484599;9;0.592259763;19.5438046;75.69454415;7.9;0.47
Ghana;2012;Africa;FALSE;61.72;25996454;0.561999712;4.03214407;315.1524519;34.79798717;3781.865529;10.6;0.804165256;19.34609844;76.80702433;8.3;0.43
Ghana;2013;Africa;FALSE;62.064;26607641;0.587425248;4.62300539;342.200517;34.74306056;5294.820028;15;0.533396427;19.14867959;77.92168398;8.6;0.42
Ghana;2014;Africa;FALSE;62.416;27224480;0.554280565;4.10044813;375.9446394;34.68813395;5568.235957;19;0.678998541;18.95155113;79.03862925;9;0.46
Ghana;2015;Africa;FALSE;62.772;27849203;0.566623028;4.62171459;351.3014757;34.63320735;5206.028871;23;0.526514224;18.75471987;80.15796123;9.3;0.47
Greece;2000;Europe;FALSE;77.88780488;10805808;8.741595261;7.24332571;4316.32629;27.93040807;19516.19722;9.138837308;3.46535532;0.706222191;99.65602488;19.6;2.37562
Greece;2001;Europe;FALSE;78.38780488;10862132;8.894202354;7.9878397;4586.32987;28.16436695;20954.78185;10.93502581;3.251412856;0.652022286;99.68334744;20;2.3264
Greece;2002;Europe;FALSE;78.64146341;10902022;8.860741473;8.23378086;4719.147217;28.39832661;22615.93561;14.67;3.077374575;0.595469624;99.71205513;20.5;2.34837
Greece;2003;Europe;FALSE;78.84146341;10928070;9.17087841;8.44915676;4909.639698;28.63228549;23896.6057;17.8;2.493894752;0.539942051;99.74014904;20.9;2.22065
Greece;2004;Europe;FALSE;79.03902439;10955141;9.113529104;8.09390354;5091.292424;28.86624515;25460.45274;21.42;2.60567253;0.360968209;99.76763532;21.4;2.19252
Greece;2005;Europe;FALSE;79.23902439;10987314;9.278882623;8.56466961;5200.024354;29.10020403;25577.52411;24;2.836596277;0.319519536;99.79450134;21.9;2.18068
Greece;2006;Europe;FALSE;79.43902439;11020362;9.137630592;8.25866985;5297.200025;29.33416292;28549.15174;32.25;2.78341887;0.279188522;99.82077935;22.4;2.22846
Greece;2007;Europe;FALSE;79.43902439;11048473;9.441123453;8.39808178;5434.576469;29.56812258;29320.26482;35.88;2.679305921;0.239948292;99.84646176;22.8;2.3421
Greece;2008;Europe;FALSE;79.93902439;11077841;9.064040878;8.82774258;5701.330854;29.80208146;30856.01184;38.2;2.983052345;0.201786306;99.87157499;23.3;2.36106
Greece;2009;Europe;FALSE;80.18780488;11107017;8.529742762;9.40688515;5805.192546;30.03604112;30359.14946;42.4;3.224841138;0.164703424;99.89609696;23.9;2.22502
